country,code,year,percent_migrant,percent_f_migrant,total_refugees,total_pop,percent_refugees,immigrants,emigrants,net_migration
Albania,8,2005,2.1,49,91,3.08681,0.14,57570,966234,-294.37
Algeria,12,2005,0.6,45.2,94101,33.149724,47.31,190843,1599882,-42.51
American Samoa,16,2005,40.7,48.4,0,0.059562,0,23552,2588,351.97
Andorra,20,2005,63.8,47.4,0,0.078867,0,48526,5778,542.03
Angola,24,2005,0.3,50.7,13867,19.433602,23.79,49070,716506,-34.34
Antigua & Barbuda,28,2005,30.4,55.3,0,0.081465,0,24408,37541,-161.21
Azerbaijan,31,2005,3.5,55.2,3505,8.538605,1.17,299730,1446116,-134.26
Argentina,32,2005,4.3,53.7,2824,38.892931,0.17,1613729,808409,20.71
Australia,36,2005,24.2,50.4,66722,20.17854,1.37,4822060,430599,217.63
Austria,40,2005,13.8,52.2,45709,8.25365,4.01,1136270,494587,77.75
Bahamas,44,2005,14,48.1,64,0.324859,0.14,44923,34866,30.96
Bahrain,48,2005,45.4,28.6,83,0.889164,0.02,392112,52557,381.88
Bangladesh,50,2005,0.8,46.8,125586,139.035505,11.29,996782,5786866,-34.45
Armenia,51,2005,15.7,59.2,219550,2.981269,46.91,439601,898086,-153.79
Barbados,52,2005,11.1,55.7,0,0.276323,0,20652,93504,-263.65
Belgium,56,2005,11.8,50.3,15282,10.546886,1.23,1194539,439693,71.57
Bermuda,60,2005,27.6,51.5,0,0.066257,0,17393,14921,37.31
Bhutan,64,2005,6.2,18.7,0,0.648739,0,37191,118031,-124.61
Bolivia,68,2005,1.2,48,538,9.232306,0.49,105693,543783,-47.45
Bosnia & Herzegovina,70,2005,1.3,52.5,10768,3.765331,22,46518,1496969,-385.21
Botswana,72,2005,4.7,41.9,3109,1.799078,3.68,77032,33296,24.31
Brazil,76,2005,0.3,46.3,3653,186.127103,0.65,622082,1220052,-3.21
Belize,84,2005,14.6,49.2,624,0.2838,1.51,40138,51891,-41.41
Solomon Islands,90,2005,0.7,44.1,0,0.469918,0,2836,3000,-0.35
British Virgin Islands,92,2005,65,50.7,1,0.023107,0.01,11635,5872,249.4
Brunei,96,2005,27,43.9,0,0.365114,0,97457,45284,142.9
Bulgaria,100,2005,0.8,56.5,5218,7.686962,8.49,59498,906520,-110.19
Myanmar (Burma),104,2005,0.2,46.4,0,48.949924,0,72323,1801951,-35.33
Burundi,108,2005,2.3,50.9,20681,7.364862,12.21,156940,619478,-62.8
Belarus,112,2005,11.6,54.2,781,9.562088,0.07,1106673,1581211,-49.63
Cambodia,116,2005,0.9,49.6,130,13.273354,0.11,109499,674465,-42.56
Cameroon,120,2005,1.5,45,58808,17.73341,22.11,241660,221292,1.15
Canada,124,2005,18.9,52,147171,32.164309,2.42,6071574,1190001,151.77
Cape Verde,132,2005,2.7,48.6,0,0.463032,0,11813,141879,-280.9
Cayman Islands,136,2005,42,49.2,1,0.049261,0,20593,1291,391.83
Central African Republic,140,2005,2.3,46.8,24569,4.038382,26.45,67223,131396,-15.89
Sri Lanka,144,2005,0.2,46.1,227,19.544988,0.58,37860,1137286,-56.25
Chad,148,2005,3.5,54.6,275412,10.096633,77.94,342974,210455,13.13
Chile,152,2005,1.7,52.4,983,16.182721,0.36,276360,542211,-16.43
China,156,2005,0.1,44,297346,1353.482093,21.97,548425,7327438,-5.01
Colombia,170,2005,0.3,48.2,224,42.647723,0.18,106966,1887924,-41.76
Comoros,174,2005,2.2,52.4,5,0.611627,0.04,11783,96158,-137.95
Mayotte,175,2005,35.5,50.4,0,0.178098,0,62089,6469,312.3
Congo - Brazzaville,178,2005,8.8,45.6,69561,3.622775,21.82,311670,172360,38.45
Congo - Kinshasa,180,2005,1.1,51.5,204341,54.785903,33.91,493844,1115397,-11.35
Cook Islands,184,2005,17.2,47.4,0,0.019074,0,2902,19584,-874.59
Costa Rica,188,2005,8.4,50.8,11253,4.285502,3.13,197814,118673,18.47
Croatia,191,2005,13.2,53.1,2927,4.378058,0.51,516819,840203,-73.86
Cuba,192,2005,0.1,56,686,11.261582,6.09,10205,1162586,-102.33
Cyprus,196,2005,11.4,57,701,1.027662,0.6,116207,154243,-37.01
Czechia,203,2005,3.1,43.7,1829,10.258167,0.58,322540,607009,-27.73
Benin,204,2005,2.8,51.4,5558,7.982225,2.49,198838,504053,-38.24
Denmark,208,2005,8.1,51.6,43972,5.421702,10.01,440383,225671,39.6
Dominica,212,2005,6.7,47.5,0,0.070589,0,3958,64239,-853.97
Dominican Republic,214,2005,4.1,39.3,584,9.097257,0.16,371237,1023442,-71.69
Ecuador,218,2005,1.4,48.7,10063,13.825847,5.2,152503,987059,-60.36
El Salvador,222,2005,0.6,52.7,40,6.052123,0.11,35894,1119319,-179.02
Equatorial Guinea,226,2005,0.9,45.9,0,0.749535,0,5325,71834,-88.73
Ethiopia,231,2005,0.7,47.5,100817,76.346311,18.86,462542,522889,-0.79
Eritrea,232,2005,0.5,46,4418,2.826659,31.26,12391,294519,-99.81
Estonia,233,2005,17.2,59.7,21,1.355648,0.01,233186,150427,61.05
Faroe Islands,234,2005,9.6,46.5,0,0.047722,0,4372,12547,-171.3
Falkland Islands,238,2005,39.7,42.1,0,0.002935,0,1106,1099,2.39
Fiji,242,2005,1.5,47.2,1,0.821604,0.01,10829,156671,-177.51
Finland,246,2005,3.7,49.8,10899,5.258927,5.6,190313,302908,-21.41
France,250,2005,11,51,178595,61.120127,2.66,6737600,1724402,82.02
French Guiana,254,2005,42.6,50.6,0,0.202971,0,82544,3808,387.92
French Polynesia,258,2005,12.5,43,0,0.25878,0,28086,2725,98
Djibouti,262,2005,11.8,44.3,10456,0.783254,11.31,86580,12339,94.79
Gabon,266,2005,16.8,42.2,13388,1.390549,5.73,227690,41290,134.05
Georgia,268,2005,1.7,56.2,3520,4.210168,4.92,69511,888613,-194.55
Gambia,270,2005,11.8,47.1,7998,1.543741,4.39,176630,61266,74.73
Palestinian Territories,275,2005,7.5,55.1,1681550,3.577961,626.63,244345,3049106,-783.9
Germany,276,2005,11.5,50.3,700016,81.602741,7.46,9249168,3446260,71.11
Ghana,288,2005,1.4,48.5,53537,21.814642,17.53,286975,665990,-17.37
Gibraltar,292,2005,27.7,50.9,0,0.033219,0,7492,9667,-65.47
Kiribati,296,2005,2.7,47.2,0,0.092325,0,2104,4021,-20.76
Greece,300,2005,10.6,50.6,11257,11.224791,0.95,1190704,868029,28.75
Greenland,304,2005,11.5,32,0,0.056951,0,6407,14735,-146.23
Grenada,308,2005,6.6,50.4,0,0.104661,0,4557,64748,-575.1
Guadeloupe,312,2005,20,53.7,0,0.445705,0,83926,9125,167.83
Guam,316,2005,47.2,48.4,0,0.158402,0,72168,2541,439.56
Guatemala,320,2005,0.4,54.5,432,13.096028,0.82,57179,737106,-51.92
Guinea,324,2005,2.5,51.3,63525,9.109581,27.89,188224,405421,-23.84
Guyana,328,2005,1.5,46.5,4,0.746163,0.04,9984,393980,-514.63
Haiti,332,2005,0.2,44.4,0,9.195288,0,15163,972717,-104.14
Vatican City,336,2005,100,52.3,0,0.000798,0,0,113,-141.6
Honduras,340,2005,0.4,48.2,13,7.458985,0.04,27737,449303,-56.52
Hong Kong SAR China,344,2005,40.2,56.4,567,6.769574,0.02,2524034,803530,254.15
Hungary,348,2005,3.6,52.5,8730,10.085937,2.4,359080,468156,-10.81
Iceland,352,2005,8.6,51.3,166,0.294979,0.65,25492,28804,-11.23
India,356,2005,0.5,48.6,139586,1147.609927,2.43,5877921,9597951,-3.24
Indonesia,360,2005,0.1,42.8,405,226.28947,0.18,258386,2804569,-11.25
Iran,364,2005,3.7,45.1,974302,69.762347,37.75,2288550,889941,20.05
Iraq,368,2005,0.5,39.1,50177,26.922284,37.28,107373,1446429,-49.74
Ireland,372,2005,14.2,47.4,9527,4.141223,1.62,589046,768571,-43.35
Israel,376,2005,28.9,54.1,1548,6.529479,0.08,1438993,319756,171.41
Italy,380,2005,6.8,54,20675,58.281212,0.52,3954770,2699529,21.54
Côte d’Ivoire,384,2005,12.3,44.6,41627,18.354514,1.84,2201917,701796,81.73
Jamaica,388,2005,0.9,49.6,30,2.740003,0.12,21721,906462,-322.9
Japan,392,2005,1.6,53.7,1941,128.326116,0.09,1945860,722116,9.54
Kazakhstan,398,2005,20.1,52.5,7330,15.402807,0.24,2885521,3718750,-54.1
Jordan,400,2005,40.3,49.1,1972086,5.765635,84.87,2320998,434172,327.25
Kenya,404,2005,2.1,48.2,267731,36.624895,34.81,712418,358521,9.66
North Korea,408,2005,0.2,50.7,0,23.904167,0,37144,86930,-2.08
South Korea,410,2005,1,41.5,588,48.701073,0.12,464045,2039728,-32.35
Kuwait,414,2005,58.7,31.1,1523,2.270198,0.11,1267759,126406,502.75
Kyrgyzstan,417,2005,6.1,58.6,3096,5.075347,1,302505,652862,-69.03
Laos,418,2005,0.4,46.3,0,5.751676,0,16455,895859,-152.9
Lebanon,422,2005,16.1,48.4,421239,4.698763,55.68,754130,613614,29.9
Lesotho,426,2005,0.3,45.9,1,1.996114,0.02,3769,158995,-77.76
Latvia,428,2005,16.7,58.9,38,2.251993,0.01,376725,271170,46.87
Liberia,430,2005,2.7,41.3,10168,3.218116,11.7,78219,350999,-84.76
Libya,434,2005,10.8,28.7,12166,5.798614,1.94,625212,101106,90.38
Liechtenstein,438,2005,54.4,50.1,150,0.034713,0.79,18533,2939,449.23
Lithuania,440,2005,6,53.2,531,3.344268,0.26,195223,412612,-65
Luxembourg,442,2005,32.9,50.2,1822,0.457842,1.21,150391,52903,212.93
Macau SAR China,446,2005,57.8,53.3,0,0.482858,0,262533,115392,304.73
Madagascar,450,2005,0.1,43.4,0,18.336724,0,19070,148827,-7.08
Malawi,454,2005,1.8,52.2,4240,12.625952,1.87,173395,221368,-3.8
Malaysia,458,2005,7.5,40.9,44531,25.690611,2.31,1763735,1380437,14.92
Maldives,462,2005,14.1,39.9,0,0.319608,0,42763,1771,128.26
Mali,466,2005,2,48.5,11233,12.775516,4.4,187038,895610,-55.46
Malta,470,2005,6.1,51.6,1939,0.404653,7.86,24291,100337,-187.93
Martinique,474,2005,14.4,54.6,0,0.39719,0,55432,14551,102.93
Mauritania,478,2005,1.9,43.9,632,3.024194,1.1,56084,102410,-15.32
Mauritius,480,2005,1.6,54.5,0,1.222003,0,18483,130695,-91.83
Mexico,484,2005,0.7,49.5,3229,106.005203,0.44,710313,10818079,-95.35
Monaco,492,2005,63,51.6,0,0.033843,0,11149,19114,-235.35
Mongolia,496,2005,0.5,34,2,2.526424,0.02,10806,42378,-12.5
Moldova,498,2005,4.1,60.3,232,4.159293,0.14,165766,715599,-132.19
Montenegro,499,2005,,,,0.616391,0,0,148156,-240.36
Montserrat,500,2005,25.7,48.6,0,0.004835,0,1028,15826,-3060.6
Morocco,504,2005,0.2,49.3,219,30.455561,0.36,43587,2473209,-79.78
Mozambique,508,2005,1.3,51.7,1954,20.493925,0.73,246135,663147,-20.35
Oman,512,2005,26.5,20.8,7,2.511251,0,638222,18067,246.95
Namibia,516,2005,5.5,46.3,6380,1.93832,5.98,105102,65430,20.47
Nauru,520,2005,22.9,46.4,0,0.009849,0,2075,1880,19.8
Nepal,524,2005,2.6,65.4,126436,25.7445,18.89,644651,1138625,-19.19
Netherlands,528,2005,10.6,51.4,118189,16.367158,6.81,1731449,799588,56.93
Curaçao,531,2005,,,,0.13013,0,0,68806,-528.75
Aruba,533,2005,32.5,55.3,0,0.100031,0,30144,13056,170.83
Sint Maarten,534,2005,,52,1,0.033434,0,11985,23604,-347.52
Caribbean Netherlands,535,2005,35,55,0,0.014403,0,47496,5162,2939.25
New Caledonia,540,2005,23.4,46,0,0.236442,0,51014,5225,193.66
Vanuatu,548,2005,1.3,50.1,0,0.209282,0,1810,7437,-26.89
New Zealand,554,2005,20.3,51.5,5307,4.135355,0.63,803572,556056,59.85
Nicaragua,558,2005,0.6,49.1,227,5.43869,0.7,33219,436780,-74.2
Niger,562,2005,0.9,52.5,301,13.624467,0.25,114444,302041,-13.77
Nigeria,566,2005,0.7,41.8,9019,138.865016,0.93,870125,810687,0.43
Niue,570,2005,31,46,0,0.001683,0,445,5298,-2883.54
Norway,578,2005,7.8,51.1,43034,4.632364,11.91,351024,175298,37.93
Northern Mariana Islands,580,2005,66.4,57.4,0,0.056542,0,36049,2735,589.19
Micronesia (Federated States of),583,2005,2.7,46.1,0,0.106129,0,997,18347,-163.48
Marshall Islands,584,2005,4.4,38.6,0,0.055258,0,2148,6654,-81.54
Palau,585,2005,30.5,40.1,0,0.019781,0,5368,3786,79.98
Pakistan,586,2005,2,46.1,1084694,160.304008,33.83,3167999,3902648,-4.58
Panama,591,2005,3.5,49.1,10265,3.330217,8.81,116986,132266,-4.59
Papua New Guinea,598,2005,0.5,40.5,10138,6.494903,31.22,28779,4502,3.74
Paraguay,600,2005,2.9,47.9,58,5.824096,0.03,164176,545839,-65.53
Peru,604,2005,0.3,50,1184,27.866145,1.42,76770,973644,-32.19
Philippines,608,2005,0.3,48.3,138,86.32625,0.05,188965,3712857,-40.82
Poland,616,2005,1.9,58.9,6231,38.368949,0.85,699220,2887741,-57.04
Portugal,620,2005,7.3,51.1,363,10.508495,0.05,766605,1736448,-92.29
Guinea-Bissau,624,2005,1.5,50.3,7616,1.34493,37.75,19654,83098,-47.17
Timor-Leste,626,2005,1.1,50.6,13,0.995135,0.12,9930,94966,-85.45
Puerto Rico,630,2005,9.7,52.6,0,3.631889,0,337632,1640856,-358.83
Qatar,634,2005,74.6,22.8,74,0.865416,0.01,624746,17777,701.36
Réunion,638,2005,14.5,48.6,0,0.791598,0,102727,2559,126.54
Romania,642,2005,0.7,51.7,2320,21.417291,1.55,133622,2108741,-92.22
Russia,643,2005,8.1,50.2,1815,143.672116,0.02,11662954,10358533,9.08
Rwanda,646,2005,4.8,49.6,49507,8.840215,11.67,405872,285203,13.65
St. Helena,654,2005,3,47.9,0,0.005364,0,140,3766,-675.99
St. Kitts & Nevis,659,2005,14.3,47.6,0,0.046857,0,3165,33923,-656.42
Anguilla,660,2005,37.6,52.8,0,0.012453,0,3451,3053,31.96
St. Lucia,662,2005,6,50.8,3,0.163417,0.03,7874,47006,-239.46
St. Pierre & Miquelon,666,2005,18.7,48,0,0.006123,0,1127,429,114
St. Vincent & Grenadines,670,2005,4.1,50.5,0,0.108614,0,4155,55762,-475.14
San Marino,674,2005,14.4,45.4,0,0.029324,0,4069,2910,39.52
São Tomé & Príncipe,678,2005,2.2,49.7,0,0.157472,0,3360,29790,-167.84
Saudi Arabia,682,2005,27.3,31.3,240913,23.816183,3.71,6283624,177327,256.39
Senegal,686,2005,2.1,47.6,23341,11.090116,10.02,202949,472787,-24.33
Serbia,688,2005,8.7,55.2,148297,9.193825,18.54,844434,929729,-9.28
Seychelles,690,2005,10.1,35.3,0,0.088648,0,8568,23290,-166.07
Sierra Leone,694,2005,2.6,47.5,59965,5.645624,40.85,145394,147931,-0.45
Singapore,702,2005,40.1,55.6,3,4.265687,0,1526620,233440,303.16
Slovakia,703,2005,2.4,55,3075,5.398963,2.37,130394,272294,-26.28
Vietnam,704,2005,0.1,39.9,2357,83.832661,2.81,47983,2097784,-24.45
Slovenia,705,2005,10.9,46.3,251,1.994976,0.12,210424,119620,45.52
Somalia,706,2005,0.2,46.6,493,10.446863,2.36,1159,1101320,-105.31
South Africa,710,2005,2.8,42.1,169809,47.880601,12.67,1316136,602433,14.91
Zimbabwe,716,2005,3.3,43,13968,12.076699,3.5,319910,499882,-14.9
Spain,724,2005,9.3,47.9,5374,44.019123,0.13,4102922,1113967,67.9
South Sudan,728,2005,,,,7.535932,0,0,243075,-32.26
Sudan,729,2005,1.4,49.1,151681,30.949516,35.01,509151,1220379,-22.98
Western Sahara,732,2005,0.9,42.8,0,0.437515,0,3734,131091,-291.09
Suriname,740,2005,6.7,45.5,2,0.499464,0.01,19755,252472,-465.93
Swaziland,748,2005,3.2,48,1016,1.030579,3.08,25534,44865,-18.76
Sweden,752,2005,12.5,52.2,90617,9.038623,8.02,1033457,270865,84.37
Switzerland,756,2005,24.4,48.9,62458,7.386816,3.47,1696818,504258,161.44
Syria,760,2005,4.8,48.7,455945,18.361176,51.73,779408,863712,-4.59
Tajikistan,762,2005,4.1,56.7,1040,6.789321,0.37,280158,586243,-45.08
Thailand,764,2005,3.3,49.8,117053,65.416189,5.42,2163055,637455,23.32
Togo,768,2005,3.6,49.4,9287,5.61164,4.6,184529,385788,-35.86
Tokelau,772,2005,21.4,48.4,0,0.001208,0,236,2090,-1534.77
Tonga,776,2005,4.3,46,0,0.100905,0,1212,48744,-471.06
Trinidad & Tobago,780,2005,3.5,53.9,0,1.296502,0,40571,322944,-217.8
United Arab Emirates,784,2005,71.5,27.2,183,4.588225,0.01,3183249,105072,670.89
Tunisia,788,2005,0.3,48.6,113,10.106771,0.37,28474,579219,-54.49
Turkey,792,2005,1.9,53.1,2399,67.903469,0.19,1210738,2749962,-22.67
Turkmenistan,795,2005,4.5,52.5,11965,4.754646,5.59,209895,229249,-4.07
Turks & Caicos Islands,796,2005,46.5,48.3,0,0.02818,0,8240,1237,248.51
Tuvalu,798,2005,2.1,45,0,0.01,0,123,2917,-279.4
Uganda,800,2005,2.1,50.8,259065,27.684585,44.56,590870,557901,1.19
Ukraine,804,2005,10.8,57.1,3964,46.890772,0.08,4694360,5567629,-18.62
Macedonia,807,2005,6.2,58.3,1997,2.060273,1.56,126296,459289,-161.63
Egypt,818,2005,0.4,42,99951,75.523569,33.09,262661,1901661,-21.7
United Kingdom,826,2005,9.8,52.4,303181,60.287954,5.13,5872057,4091904,29.53
"",830,2005,46.8,52.6,0,0.151678,0,,,
Isle of Man,833,2005,51.6,51.3,0,0.080305,0,39364,8501,384.32
Tanzania,834,2005,2,36.9,549131,38.45032,71.41,761964,234991,13.71
United States,840,2005,13.3,50,549083,294.993511,1.4,36996835,2291218,117.65
U.S. Virgin Islands,850,2005,52.6,52.8,0,0.107794,0,54504,3812,470.27
Burkina Faso,854,2005,4.5,52.2,1295,13.42193,0.21,557720,1367198,-60.31
Uruguay,858,2005,2.5,54.3,130,3.321803,0.16,75952,299038,-67.16
Uzbekistan,860,2005,5,55.7,44537,26.427789,3.37,1247571,1730060,-18.26
Venezuela,862,2005,4.1,50,6320,26.432447,0.58,1076317,438692,24.12
Wallis & Futuna,876,2005,14.7,49.5,0,0.014939,0,2140,7437,-354.58
Samoa,882,2005,3.2,48.8,0,0.179727,0,5339,99233,-522.43
Yemen,887,2005,0.9,42.5,82735,20.107409,45.72,138630,630990,-24.49
Zambia,894,2005,2.1,49.1,155864,11.856247,62.6,228139,180995,3.98
Afghanistan,4,2010,0.4,43.6,6434,29.185507,5.51,73174,5055805,-170.72
Albania,8,2010,1.8,49,99,2.948023,0.19,46939,1120305,-364.1
Algeria,12,2010,0.6,47.1,94144,35.977455,43.61,209723,1656453,-40.21
American Samoa,16,2010,42,48.6,0,0.056079,0,22991,2159,371.48
Andorra,20,2010,61.6,47.6,0,0.084449,0,49544,7926,492.82
Angola,24,2010,1.4,51.7,15155,23.356246,4.63,59665,660056,-25.71
Antigua & Barbuda,28,2010,30,55.4,0,0.088028,0,26040,41431,-174.84
Azerbaijan,31,2010,3.1,53.2,1908,9.032461,0.68,274411,1164567,-98.55
Argentina,32,2010,4.4,53.9,4223,40.895752,0.23,1767689,938087,20.29
Australia,36,2010,26.6,50.3,25505,22.154679,0.43,5816260,487844,240.51
Austria,40,2010,15.2,52.3,42630,8.409949,3.33,1275992,520152,89.87
Bahamas,44,2010,15.4,49.1,28,0.354942,0.05,53806,36004,50.15
Bahrain,48,2010,53,27.7,165,1.24086,0.03,638094,53125,471.42
Bangladesh,50,2010,0.9,47.2,229253,147.57543,17.26,1100737,6750115,-38.28
Armenia,51,2010,7.3,59.4,3319,2.877319,1.58,184328,917350,-254.76
Barbados,52,2010,11.6,55.1,0,0.282131,0,19424,96348,-272.65
Belgium,56,2010,13.7,51.7,17892,10.938739,1.19,1416421,487203,84.95
Bermuda,60,2010,28.9,51.3,0,0.065389,0,17857,15281,39.4
Bhutan,64,2010,7.1,18.9,0,0.685503,0,44708,86154,-60.46
Bolivia,68,2010,1.2,47.6,736,10.04859,0.61,119859,780095,-65.7
Bosnia & Herzegovina,70,2010,1,52.3,7016,3.705472,18.93,37841,1569275,-413.29
Botswana,72,2010,4.8,43.1,2986,1.987105,3.13,88560,46832,21
Brazil,76,2010,0.3,46,5157,195.713635,0.88,586712,1518343,-4.76
Belize,84,2010,14.4,49.4,134,0.322464,0.29,45197,57331,-37.63
Solomon Islands,90,2010,0.5,44,0,0.527861,0,2148,3348,-2.27
British Virgin Islands,92,2010,61.4,50.7,2,0.027794,0.01,14478,4961,342.41
Brunei,96,2010,25.9,43.6,0,0.388646,0,99582,43871,143.35
Bulgaria,100,2010,1,55.6,6942,7.425008,9.35,74877,1106684,-138.96
Myanmar (Burma),104,2010,0.2,45.6,0,50.600818,0,66565,2469533,-47.49
Burundi,108,2010,2.7,50.8,29365,8.675602,12.54,215702,284587,-7.94
Belarus,112,2010,11.6,54.2,655,9.420574,0.06,1090088,1465141,-39.81
Cambodia,116,2010,0.6,47.1,129,14.312212,0.15,78719,953169,-61.1
Cameroon,120,2010,1.4,44.6,106658,20.341241,37.45,281325,279448,0.09
Canada,124,2010,19.8,52.1,155530,34.147564,2.3,6751310,1272338,160.45
Cape Verde,132,2010,2.9,49.3,0,0.492654,0,12921,152877,-284.09
Cayman Islands,136,2010,42.4,48.8,1,0.056672,0,23970,1391,398.42
Central African Republic,140,2010,2.1,46.8,21574,4.386768,23.42,66524,245925,-40.9
Sri Lanka,144,2010,0.2,46.9,361,20.261737,0.89,37190,1410887,-67.8
Chad,148,2010,3.5,55.2,347939,11.952136,83.17,406162,202288,17.06
Chile,152,2010,2.2,52.6,1621,17.062536,0.43,375388,570644,-11.44
China,156,2010,0.1,40.5,300986,1391.998166,21.62,707128,8733242,-5.77
Colombia,170,2010,0.3,47.2,212,45.2227,0.16,123584,2526525,-53.14
Comoros,174,2010,1.8,52,0,0.689692,0,11255,109067,-141.82
Mayotte,175,2010,34.9,52.6,0,0.208718,0,71248,6327,311.05
Congo - Brazzaville,178,2010,9.9,45.6,138636,4.273731,32.77,411152,181070,53.84
Congo - Kinshasa,180,2010,0.9,51.7,166336,64.563854,28.63,428440,1282572,-13.23
Cook Islands,184,2010,20.5,49.7,0,0.018391,0,3100,20559,-949.32
Costa Rica,188,2010,8.9,51.7,19505,4.577378,4.79,391598,133027,56.49
Croatia,191,2010,13.2,53.2,863,4.328165,0.15,553434,822331,-62.13
Cuba,192,2010,0.1,56.3,411,11.225832,3.66,5660,1313321,-116.49
Cyprus,196,2010,17.2,56.3,3394,1.112612,1.77,190221,163956,23.61
Czechia,203,2010,3.8,40.7,2449,10.536518,0.61,398493,782250,-36.42
Benin,204,2010,3.4,53.6,7139,9.199259,2.28,276506,540832,-28.73
Denmark,208,2010,9,51.7,17922,5.554844,3.58,500772,234437,47.95
Dominica,212,2010,11.4,48.2,2345,0.070878,29.02,6539,73693,-947.46
Dominican Republic,214,2010,4.1,39.4,599,9.695121,0.15,385696,1185546,-82.5
Ecuador,218,2010,2.2,48.4,121249,15.011117,36.71,276341,1152628,-58.38
El Salvador,222,2010,0.7,52.5,38,6.183875,0.09,40202,1337458,-209.78
Equatorial Guinea,226,2010,0.9,45.3,0,0.943639,0,6996,84400,-82.03
Ethiopia,231,2010,0.6,47.6,155323,87.639964,29.54,543344,664819,-1.39
Eritrea,232,2010,0.5,45.1,4809,3.170435,30.34,13487,320659,-96.89
Estonia,233,2010,16.4,59.8,39,1.332101,0.02,217814,160489,43.03
Faroe Islands,234,2010,10.7,47,0,0.047814,0,4837,12736,-165.2
Falkland Islands,238,2010,49.5,43.8,0,0.002901,0,1377,1169,71.7
Fiji,242,2010,1.6,46.5,1,0.859818,0.01,11627,182913,-199.21
Finland,246,2010,4.3,49.6,8724,5.365782,3.78,225726,290411,-12.06
France,250,2010,11.6,51.4,249263,62.87953,3.42,7309986,1956103,85.15
French Guiana,254,2010,41.3,51.6,0,0.233002,0,92413,3942,379.7
French Polynesia,258,2010,11.9,43,0,0.266455,0,27588,1459,98.06
Djibouti,262,2010,12.1,47.5,15104,0.840198,14.86,95499,13832,97.2
Gabon,266,2010,16.7,41.4,13147,1.62414,4.85,263724,37068,139.55
Georgia,268,2010,1.8,56.2,639,4.099099,0.87,70189,813454,-181.32
Gambia,270,2010,10.4,47.2,8378,1.793196,4.49,180372,77899,57.15
Palestinian Territories,275,2010,6.4,55.6,1955469,4.055631,753.38,235008,3343320,-766.42
Germany,276,2010,12.1,50.6,594269,80.827002,6.08,9711392,3727333,74.04
Ghana,288,2010,1.4,46.7,13828,24.779619,3.99,287052,762986,-19.21
Gibraltar,292,2010,30.9,50.1,0,0.033585,0,8192,10189,-59.46
Kiribati,296,2010,2.8,47.3,0,0.102927,0,2407,3556,-11.16
Greece,300,2010,12.1,51.5,57168,10.887637,4.34,1321147,792872,48.52
Greenland,304,2010,10.8,32.4,0,0.056638,0,5884,15928,-177.34
Grenada,308,2010,6.6,50.4,0,0.106233,0,4771,64030,-557.82
Guadeloupe,312,2010,21,55,0,0.452887,0,89657,10821,174.07
Guam,316,2010,47.3,48.4,0,0.159444,0,72950,2217,443.62
Guatemala,320,2010,0.5,53.4,138,14.630417,0.19,66302,925252,-58.71
Guinea,324,2010,1.7,47.8,14113,10.192176,8.15,129250,457146,-32.17
Guyana,328,2010,1.8,46.5,7,0.749436,0.05,12378,439451,-569.86
Haiti,332,2010,0.2,44.4,0,9.949322,0,15912,1123759,-111.35
Vatican City,336,2010,100,52.8,0,0.000794,0,0,178,-224.18
Honduras,340,2010,0.3,47.6,14,8.31747,0.06,27153,587886,-67.42
Hong Kong SAR China,344,2010,39.9,58.7,154,6.966331,0.01,2748711,943069,259.2
Hungary,348,2010,4.4,51.9,5781,9.92737,1.32,427420,513838,-8.71
Iceland,352,2010,11,49.8,83,0.320328,0.24,35091,33103,6.21
India,356,2010,0.4,48.7,188567,1234.28117,3.82,5423600,13229275,-6.32
Indonesia,360,2010,0.1,42.7,811,241.834215,0.34,270353,3429170,-13.06
Iran,364,2010,3.7,43.1,1073366,73.762519,39.33,2509220,989560,20.6
Iraq,368,2010,0.4,37.8,34651,29.741976,29.13,91594,2627057,-85.25
Ireland,372,2010,16,50.7,14236,4.554321,1.95,730542,727040,0.77
Israel,376,2010,26.6,54.4,25471,7.346446,1.3,1363316,336473,139.77
Italy,380,2010,9.8,54,56397,59.325229,0.97,5745042,2563339,53.63
Côte d’Ivoire,384,2010,11.5,44.6,26218,20.53295,1.11,2300514,940012,66.26
Jamaica,388,2010,0.8,49.2,21,2.81046,0.09,21153,989512,-344.56
Japan,392,2010,1.7,54.4,2586,128.542353,0.12,2064499,760479,10.14
Kazakhstan,398,2010,20.5,51.3,4720,16.252279,0.14,3090475,3803375,-43.86
Jordan,400,2010,37.5,49.2,2372937,7.261539,87.14,2716659,597431,291.84
Kenya,404,2010,2.3,50.5,430871,42.030676,44.57,895728,438479,10.88
North Korea,408,2010,0.2,50.5,0,24.548836,0,42072,96575,-2.22
South Korea,410,2010,1.9,42.9,1070,49.545636,0.11,878099,2309955,-28.9
Kuwait,414,2010,62.6,30,184,2.991884,0.01,1765407,170724,533
Kyrgyzstan,417,2010,4.3,59.2,3012,5.422293,1.29,227067,726917,-92.18
Laos,418,2010,0.5,38.9,0,6.249165,0,29275,1198715,-187.14
Lebanon,422,2010,16.6,47.9,462584,4.953061,56.26,818738,704562,23.05
Lesotho,426,2010,0.3,45.9,0,1.995581,0,3840,243150,-119.92
Latvia,428,2010,14.8,60.3,68,2.118861,0.02,313786,279368,16.24
